181	137
181	112
181	113
181	42
181	105
182	209
182	56
182	47
183	8
184	213
184	214
184	95
185	89
185	34
185	122
185	7
186	100
186	106
186	107
186	7
187	29
187	6
187	9
187	30
187	51
187	7
188	96
188	9
189	142
189	54
189	137
189	109
189	186
189	215
189	111
189	42
189	116
189	152
189	144
189	187
189	216
189	217
190	8
190	67
191	199
191	21
192	9
192	140
193	44
193	45
193	46
194	10
194	218
194	219
194	220
194	221
194	184
195	6
195	89
196	47
197	222
197	223
197	224
197	58
198	39
198	57
199	44
199	45
200	44
200	45
200	100
200	106
200	107
200	67
201	54
201	42
202	117
202	7
202	82
203	6
203	7
204	89
204	210
204	225
204	134
205	10
205	184
206	138
207	21
208	59
209	6
209	7
210	101
210	108
210	73
211	24
211	54
211	174
211	175
211	105
212	105
212	176
213	174
213	175
214	121
214	43
214	46
214	15
214	16
214	6
214	90
214	7
215	9
216	24
216	174
216	188
216	199
216	175
216	21
216	177
217	14
218	14
218	17
219	61
219	9
219	62
219	12
219	63
219	64
220	109
220	42
220	153
220	115
221	226
221	138
222	54
223	101
223	108
223	151
223	73
224	166
225	6
225	51
225	7
226	71
226	164
227	6
227	7
228	61
228	9
228	62
228	12
228	63
228	64
229	9
230	29
230	227
230	123
230	9
230	30
231	222
231	223
231	224
232	56
233	150
233	172
234	128
234	109
234	110
234	163
234	111
234	42
234	114
235	70
235	36
236	44
236	45
237	96
238	228
239	207
239	54
239	136
239	137
239	42
240	229
240	154
240	36
240	59
240	37
240	19
241	54
241	174
241	230
242	19
243	23
244	231
244	61
244	200
244	62
244	12
244	63
244	64
245	105
246	44
246	45
247	71
248	59
248	37
249	58
250	44
250	45
250	46
251	6
251	89
251	7
252	14
252	17
253	10
254	54
255	232
256	121
256	43
256	46
256	15
256	16
256	233
256	6
256	89
256	90
256	122
256	7
257	234
257	235
257	236
257	237
257	238
257	239
257	240
257	241
257	242
257	48
257	9
257	10
257	140
257	141
257	243
257	244
258	213
258	214
258	95
259	54
259	226
259	138
260	71
260	164
260	245
261	38
262	2
262	3
262	4
262	5
263	2
264	2
264	3
264	4
264	5
265	2
265	3
265	4
265	5
266	61
266	62
266	12
266	63
266	64
267	246
268	54
268	188
268	105
268	176
269	8
270	6
270	7
271	6
271	7
272	52
272	6
272	7
273	181
273	182
273	185
274	23
275	247
275	169
275	19
275	159
276	49
276	171
276	65
277	6
277	31
277	7
278	24
278	43
278	194
278	15
278	16
278	6
278	7
279	9
279	11
280	97
280	23
280	91
281	9
281	11
282	226
282	112
282	113
282	42
282	131
282	138
282	248
283	8
283	9
284	29
284	72
284	48
284	35
284	73
285	24
285	27
286	61
286	8
286	9
286	26
286	36
286	62
286	12
286	63
286	64
287	209
287	56
288	128
288	186
288	111
289	109
289	110
289	163
289	111
289	42
289	115
290	6
290	31
290	117
290	7
291	249
291	111
291	42
291	250
292	52
292	196
292	197
292	9
292	37
293	207
294	15
294	16
294	6
294	90
294	7
295	61
295	139
295	98
295	251
295	252
295	9
295	253
295	10
295	62
295	12
295	63
295	64
296	44
296	45
296	46
297	2
297	6
297	89
297	3
297	4
297	5
297	7
298	136
298	128
298	129
298	42
299	44
299	45
299	46
300	44
300	45
300	47
301	50
301	101
301	117
301	7
302	50
302	101
303	186
303	21
304	6
304	51
304	7
305	150
305	172
305	33
305	76
306	9
307	61
307	8
307	62
307	12
307	63
307	64
308	208
308	9
309	69
309	6
309	70
309	170
309	7
310	254
311	166
311	14
311	17
311	19
312	101
312	108
312	73
313	54
313	42
314	255
315	100
315	106
315	107
315	7
316	256
317	116
318	54
319	136
319	144
319	257
320	188
320	258
320	259
320	105
320	176
320	30
320	21
321	42
322	14
322	235
322	236
322	237
322	238
322	239
322	240
322	241
322	242
322	17
323	222
323	100
323	223
323	7
323	224
324	9
325	39
325	141
326	44
326	91
327	188
327	199
327	177
328	260
328	261
328	262
328	263
329	9
330	260
330	261
330	262
330	263
331	264
331	52
332	49
332	50
332	6
332	89
332	7
333	155
333	156
333	157
333	158
334	19
335	36
335	37
335	87
336	6
336	31
336	89
336	7
337	50
337	71
338	19
339	101
339	73
340	14
340	265
340	17
340	266
340	267
341	68
342	207
343	169
343	6
343	31
343	7
344	9
345	24
345	188
345	226
345	138
345	177
346	68
346	54
346	177
347	61
347	251
347	62
347	12
347	63
347	64
348	116
348	152
348	187
349	213
349	214
349	95
350	9
351	123
352	29
352	83
352	8
353	79
353	120
353	110
353	163
353	111
354	79
355	19
356	2
356	3
356	4
356	5
356	199
356	257
357	9
358	52
358	92
358	93
358	94
359	261
360	78
360	142
360	54
360	136
360	128
360	143
360	137
360	23
360	109
360	211
360	129
360	186
360	110
360	99
360	111
360	42
360	104
360	144
360	114
360	187
360	153
360	115
361	9
362	16
363	207
364	6
364	7
365	10
366	52
367	44
367	68
367	268
367	67
367	42
367	12
368	100
368	106
368	107
369	101
369	10
370	16
370	6
370	7
371	209
371	56
371	69
371	6
371	70
371	7
371	244
372	170
373	47
374	150
374	172
375	70
375	36
375	269
376	2
376	3
376	4
376	5
377	270
378	21
379	123
379	6
379	7
380	12
380	73
381	142
381	137
382	109
382	9
382	186
382	110
382	111
382	38
382	105
382	114
383	271
383	52
383	133
383	38
384	6
384	89
384	7
385	44
385	45
385	23
386	44
386	45
386	46
387	9
388	44
389	9
389	12
390	69
390	6
390	70
390	7
390	244
390	73
391	9
392	1
393	61
393	98
393	251
393	8
393	9
393	26
393	10
393	36
393	62
393	12
393	63
393	64
394	10
395	2
395	3
395	4
395	5
396	69
396	6
396	70
396	7
397	44
397	45
398	41
398	102
399	71
399	164
400	6
400	7
401	6
401	51
401	7
402	49
402	65
403	6
403	51
403	7
404	267
404	51
405	6
405	7
406	101
406	108
406	151
406	73
407	269
408	24
408	174
408	188
408	199
408	21
408	177
409	188
409	21
409	177
410	52
410	196
410	197
410	9
410	36
410	37
411	272
412	108
412	91
413	264
413	59
413	19
414	6
414	7
415	101
415	108
415	151
415	73
416	1
416	8
416	59
417	44
417	45
417	46
418	92
418	93
418	94
419	29
419	9
419	10
419	179
420	61
420	62
420	12
420	63
420	64
421	234
421	14
421	235
421	236
421	237
421	238
421	239
421	240
421	241
421	242
421	243
422	48
423	9
424	9
425	54
425	32
425	217
426	19
427	273
427	274
428	275
428	24
428	54
428	233
428	25
428	42
428	116
428	122
428	27
429	101
429	108
429	73
430	47
430	35
430	51
431	154
431	36
431	59
431	37
432	42
433	6
433	7
434	9
435	9
436	42
437	49
437	171
437	65
437	58
438	39
438	57
439	49
439	50
439	89
440	92
440	93
440	94
441	276
441	14
441	277
441	278
441	72
441	279
441	280
441	281
441	282
441	283
441	284
441	73
442	170
443	92
443	93
443	94
444	222
444	6
444	223
444	170
444	7
444	224
445	100
445	106
445	107
445	8
445	67
445	269
445	11
446	92
446	67
446	11
446	93
446	94
447	123
447	47
447	14
447	140
448	7
449	96
449	23
450	6
450	7
451	2
451	3
451	4
451	5
452	44
452	45
453	61
453	62
453	12
453	63
453	64
454	143
455	41
456	95
456	39
456	57
456	141
457	71
457	65
458	285
459	29
459	6
459	9
459	102
459	30
459	51
459	7
460	15
460	16
460	268
460	151
460	67
460	42
460	38
461	286
461	44
461	78
461	68
461	97
461	128
461	15
461	98
461	23
461	233
461	268
461	151
461	67
461	99
461	111
461	10
461	42
461	38
461	104
461	81
461	66
461	82
462	9
462	140
462	141
463	9
464	234
464	14
464	280
464	287
464	235
464	236
464	237
464	238
464	239
464	240
464	288
464	289
464	241
464	242
464	243
464	244
464	73
465	209
465	56
465	47
466	9
467	155
467	156
467	157
467	8
467	158
467	159
468	95
468	39
468	57
469	14
470	67
470	212
470	11
471	56
472	9
473	69
473	47
473	290
473	6
473	10
473	184
473	70
473	170
473	7
473	244
474	261
475	44
475	45
475	8
475	11
476	36
476	41
477	14
477	17
478	14
478	17
479	59
479	19
480	6
480	89
480	7
481	209
481	56
481	47
482	29
483	101
483	108
483	73
484	24
484	54
484	27
485	6
485	89
485	7
486	101
486	151
486	73
487	39
487	57
488	9
489	2
489	3
489	4
489	5
490	6
490	7
491	8
492	291
493	24
493	25
493	27
493	28
494	264
494	155
494	156
494	157
494	169
494	158
494	19
494	159
495	213
495	214
495	95
495	39
496	10
497	10
498	95
498	39
498	57
498	141
499	2
499	3
499	4
499	5
500	71
501	44
501	45
502	207
502	97
502	9
502	21
503	44
503	45
504	233
504	25
504	27
504	28
505	8
505	9
506	68
507	292
507	95
507	72
507	212
507	39
507	57
507	73
508	21
509	154
509	36
509	59
509	37
510	92
510	93
510	94
511	117
511	7
512	71
513	2
513	3
513	4
513	5
514	293
515	294
515	226
515	138
515	216
516	209
516	56
517	123
517	43
517	15
517	16
517	6
517	21
517	7
518	109
519	101
519	7
519	73
520	123
520	79
521	147
521	61
521	251
521	9
521	62
521	12
521	63
521	64
522	10
522	184
523	226
523	138
524	213
524	214
524	95
525	96
526	117
526	7
527	54
527	55
528	29
528	9
528	34
528	30
529	6
529	31
529	7
530	112
530	113
530	42
531	226
531	138
532	128
532	109
532	110
532	111
532	114
532	153
533	29
533	48
533	6
533	9
533	102
533	30
533	7
534	44
534	45
534	46
535	67
536	24
536	295
536	27
537	54
537	174
537	230
538	85
539	296
539	108
539	21
540	291
540	116
541	44
541	45
541	46
542	186
543	19
544	19
545	14
546	58
547	25
547	28
548	100
548	106
548	107
548	6
548	10
548	184
548	7
549	50
550	29
550	83
550	10
550	179
550	88
551	2
551	3
551	4
551	5
552	2
552	3
552	4
552	5
553	39
553	57
554	61
554	62
554	12
554	63
554	64
555	229
555	297
555	9
555	10
555	184
555	298
555	94
556	42
556	153
557	43
557	15
557	16
557	6
557	89
557	122
557	7
558	9
558	141
559	6
559	89
559	7
560	299
560	198
560	300
560	301
560	302
561	100
561	106
561	107
561	7
562	117
562	7
563	303
563	304
563	305
563	99
563	42
563	21
564	123
564	44
564	150
564	128
564	98
564	67
564	306
564	99
564	140
564	307
564	81
564	66
564	82
565	121
565	43
565	46
565	15
565	16
566	19
567	8
567	9
568	39
569	44
569	91
569	21
570	68
571	307
572	61
572	62
572	12
572	63
572	64
573	123
573	213
573	214
573	14
573	95
573	17
573	19
574	142
575	6
575	7
576	194
576	195
577	52
577	229
577	154
577	9
577	59
577	37
578	29
578	209
578	56
578	47
578	308
578	6
578	10
578	7
579	14
579	297
579	298
580	54
580	109
580	32
580	42
580	104
580	115
580	82
581	128
581	109
581	129
581	186
581	110
581	111
581	42
581	116
581	152
581	114
581	187
581	189
581	217
582	109
583	273
583	274
584	309
584	232
584	310
585	29
585	213
585	214
585	95
585	183
585	311
585	312
585	313
585	135
586	42
586	104
587	60
587	209
587	56
587	49
587	171
587	65
588	44
589	44
589	45
590	169
590	19
591	24
591	233
591	25
591	226
591	42
591	116
591	28
592	10
593	234
593	14
593	235
593	236
593	237
593	238
593	239
593	240
593	241
593	242
593	17
593	243
593	244
